dataset,views,classes,dims,n_train,n_val,n_test,oof_reliability,train_loss,test_loss,test_acc,last_model_path,best_epoch,best_val_acc,best_test_loss,best_test_acc,best_model_path,elapsed_sec,model,status,error,uncertainty_auroc
100Leaves,3.0,100.0,"[64, 64, 64]",1280.0,192.0,320.0,"{0: 0.09296874701976776, 1: 0.01015624962747097, 2: 0.11953125149011612}",20.312536875406902,20.35404682159424,0.75,checkpoints\100Leaves_TMC_last.pt,477.0,0.7395833333333334,20.374180793762207,0.74375,checkpoints\100Leaves_TMC_best.pt,85.63142323493958,TMC (ours),OK,,
3Sources,3.0,6.0,"[3560, 3631, 3068]",135.0,21.0,34.0,"{0: 0.7555555701255798, 1: 0.7111111283302307, 2: 0.7333333492279053}",3.1435158252716064,5.436594486236572,0.8529411764705882,checkpoints\3Sources_TMC_last.pt,406.0,0.8571428571428571,5.639195919036865,0.8235294117647058,checkpoints\3Sources_TMC_best.pt,21.860945224761963,TMC (ours),OK,,
ACM,5.0,3.0,"[1870, 3025, 3025, 3025, 3025]",2420.0,363.0,605.0,"{0: 0.905371904373169, 1: 0.7805784940719604, 2: 0.7066115736961365, 3: 0.7462809681892395, 4: 0.3508264422416687}",4.637369806116277,5.169628620147705,0.9404958677685951,checkpoints\ACM_TMC_last.pt,393.0,0.9641873278236914,5.212427139282227,0.947107438016529,checkpoints\ACM_TMC_best.pt,334.4902765750885,TMC (ours),OK,,
ALOI,4.0,100.0,"[77, 13, 64, 125]",8640.0,1296.0,2160.0,"{0: 0.04027777910232544, 1: 0.018171295523643494, 2: 0.2638888955116272, 3: 0.3523148000240326}",24.349344872139596,24.449846441095527,0.5712962962962963,checkpoints\ALOI_TMC_last.pt,488.0,0.5771604938271605,24.464222474531695,0.5703703703703704,checkpoints\ALOI_TMC_best.pt,811.8460562229156,TMC (ours),OK,,
BBC4view,,,,,,,,,,,,,,,,,0.05958747863769531,TMC (ours),FAILED,"TypeError: Expecting miMATRIX type here, got 2119843088",
BBCSport,2.0,5.0,"[3183, 3203]",435.0,66.0,109.0,"{0: 0.8459770083427429, 1: 0.8528735637664795}",2.197211980819702,3.2941031455993652,0.9541284403669725,checkpoints\BBCSport_TMC_last.pt,249.0,0.9696969696969697,4.067519187927246,0.9357798165137615,checkpoints\BBCSport_TMC_best.pt,38.70549249649048,TMC (ours),OK,,
Caltech101-7,6.0,7.0,"[48, 40, 254, 1984, 512, 928]",1179.0,177.0,295.0,"{0: 0.5411365628242493, 1: 0.5428329110145569, 2: 0.804919421672821, 3: 0.9160305261611938, 4: 0.8346055746078491, 5: 0.8388465046882629}",8.122503678003946,8.59540605545044,0.9389830508474576,checkpoints\Caltech101-7_TMC_last.pt,351.0,0.9548022598870056,8.982280254364014,0.9254237288135593,checkpoints\Caltech101-7_TMC_best.pt,198.9732050895691,TMC (ours),OK,,
CiteSeer,2.0,6.0,"[3312, 3703]",2649.0,398.0,663.0,"{0: 0.6221215724945068, 1: 0.7270668148994446}",3.544773598512014,5.082911252975464,0.7315233785822021,checkpoints\CiteSeer_TMC_last.pt,439.0,0.8040201005025126,5.094265103340149,0.7300150829562594,checkpoints\CiteSeer_TMC_best.pt,185.93137383460999,TMC (ours),OK,,
Cora,4.0,7.0,"[2708, 1433, 2706, 2706]",2166.0,325.0,542.0,"{0: 0.7359187602996826, 1: 0.7091412544250488, 2: 0.47137579321861267, 3: 0.46860572695732117}",8.384531497955322,9.772462209065756,0.7970479704797048,checkpoints\Cora_TMC_last.pt,471.0,0.8492307692307692,9.834688186645508,0.7933579335793358,checkpoints\Cora_TMC_best.pt,273.194705247879,TMC (ours),OK,,
Handwritten,6.0,10.0,"[216, 76, 64, 6, 240, 47]",1600.0,240.0,400.0,"{0: 0.8687499761581421, 1: 0.10437499731779099, 2: 0.2318750023841858, 3: 0.16750000417232513, 4: 0.9350000023841858, 5: 0.36625000834465027}",13.93993159702846,14.050312042236328,0.9775,checkpoints\Handwritten_TMC_last.pt,397.0,0.9708333333333333,14.47282075881958,0.975,checkpoints\Handwritten_TMC_best.pt,239.24909353256226,TMC (ours),OK,,
MNIST-10k,3.0,10.0,"[30, 9, 30]",8000.0,1200.0,2000.0,"{0: 0.4466249942779541, 1: 0.7885000109672546, 2: 0.5866249799728394}",7.675173605189604,7.785705327987671,0.883,checkpoints\MNIST-10k_TMC_last.pt,500.0,0.8908333333333334,7.785705327987671,0.883,checkpoints\MNIST-10k_TMC_best.pt,540.9319794178009,TMC (ours),OK,,
MNIST-4,3.0,4.0,"[30, 9, 30]",3200.0,480.0,800.0,"{0: 0.6974999904632568, 1: 0.6549999713897705, 2: 0.7553125023841858}",5.601355143955776,5.632190108299255,0.89,checkpoints\MNIST-4_TMC_last.pt,384.0,0.89375,5.948617935180664,0.88625,checkpoints\MNIST-4_TMC_best.pt,215.47888803482056,TMC (ours),OK,,
MSRC-v5,5.0,7.0,"[24, 576, 512, 256, 254]",168.0,26.0,42.0,"{0: 0.1071428582072258, 1: 0.7916666865348816, 2: 0.6071428656578064, 3: 0.3333333432674408, 4: 0.3214285671710968}",10.756624221801758,11.56818962097168,0.8571428571428571,checkpoints\MSRC-v5_TMC_last.pt,349.0,0.8846153846153846,12.084041595458984,0.8571428571428571,checkpoints\MSRC-v5_TMC_best.pt,31.376976251602173,TMC (ours),OK,,
Movies,2.0,17.0,"[1878, 1398]",493.0,74.0,124.0,"{0: 0.3651115596294403, 1: 0.2596348822116852}",8.046499570210775,9.848121643066406,0.4112903225806452,checkpoints\Movies_TMC_last.pt,458.0,0.5135135135135135,9.86645221710205,0.4112903225806452,checkpoints\Movies_TMC_best.pt,34.49676537513733,TMC (ours),OK,,
NUS-WIDE,5.0,12.0,"[64, 144, 73, 128, 225]",1920.0,288.0,480.0,"{0: 0.17083333432674408, 1: 0.22083333134651184, 2: 0.12604166567325592, 3: 0.13437500596046448, 4: 0.08906249701976776}",17.524464713202583,17.661026000976562,0.36875,checkpoints\NUS-WIDE_TMC_last.pt,452.0,0.3715277777777778,17.672211329142254,0.3625,checkpoints\NUS-WIDE_TMC_best.pt,218.61712837219238,TMC (ours),OK,,
OutdoorScene,4.0,8.0,"[512, 432, 256, 48]",2150.0,323.0,538.0,"{0: 0.7334883809089661, 1: 0.6683720946311951, 2: 0.5162790417671204, 3: 0.2474418580532074}",9.742472457885743,10.07642904917399,0.8122676579925651,checkpoints\OutdoorScene_TMC_last.pt,499.0,0.8359133126934984,10.074983914693197,0.8159851301115242,checkpoints\OutdoorScene_TMC_best.pt,201.09766244888306,TMC (ours),OK,,
Prokaryotic,3.0,4.0,"[393, 3, 438]",440.0,66.0,111.0,"{0: 0.5681818127632141, 1: 0.32499998807907104, 2: 0.5681818127632141}",6.516730308532715,6.61138916015625,0.5675675675675675,checkpoints\Prokaryotic_TMC_last.pt,3.0,0.5909090909090909,6.618165969848633,0.5495495495495496,checkpoints\Prokaryotic_TMC_best.pt,37.451658487319946,TMC (ours),OK,,
ProteinFold,12.0,27.0,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27]",555.0,84.0,139.0,"{0: 0.06306306272745132, 1: 0.0486486479640007, 2: 0.08648648858070374, 3: 0.06306306272745132, 4: 0.061261262744665146, 5: 0.05045045167207718, 6: 0.037837836891412735, 7: 0.04144144058227539, 8: 0.07567567378282547, 9: 0.05945945903658867, 10: 0.06666667014360428, 11: 0.06306306272745132}",50.01572926839193,50.022769927978516,0.15827338129496402,checkpoints\ProteinFold_TMC_last.pt,407.0,0.16666666666666666,50.03937530517578,0.1223021582733813,checkpoints\ProteinFold_TMC_best.pt,173.45287322998047,TMC (ours),OK,,
Reuters-1200,5.0,6.0,"[2000, 2000, 2000, 2000, 2000]",960.0,144.0,240.0,"{0: 0.7083333134651184, 1: 0.6989583373069763, 2: 0.6864583492279053, 3: 0.7010416388511658, 4: 0.7052083611488342}",8.050235748291016,9.755478858947754,0.7541666666666667,checkpoints\Reuters-1200_TMC_last.pt,461.0,0.8472222222222222,9.868923664093018,0.75,checkpoints\Reuters-1200_TMC_best.pt,137.50647497177124,TMC (ours),OK,,
Reuters-1500,5.0,6.0,"[21531, 24892, 34251, 15506, 11547]",1200.0,180.0,300.0,"{0: 0.7950000166893005, 1: 0.7875000238418579, 2: 0.7758333086967468, 3: 0.7666666507720947, 4: 0.7599999904632568}",4.926929394404094,9.153648138046265,0.7833333333333333,checkpoints\Reuters-1500_TMC_last.pt,425.0,0.8388888888888889,9.088494062423706,0.78,checkpoints\Reuters-1500_TMC_best.pt,456.4551012516022,TMC (ours),OK,,
UCI,3.0,10.0,"[240, 76, 6]",1600.0,240.0,400.0,"{0: 0.9318749904632568, 1: 0.11437500268220901, 2: 0.20125000178813934}",7.405444894518171,7.5272746086120605,0.97,checkpoints\UCI_TMC_last.pt,165.0,0.9708333333333333,8.47667407989502,0.9525,checkpoints\UCI_TMC_best.pt,124.6117730140686,TMC (ours),OK,,
WebKB,2.0,2.0,"[1840, 3000]",840.0,126.0,211.0,"{0: 0.9214285612106323, 1: 0.9023809432983398}",1.148418366909027,1.590289294719696,0.966824644549763,checkpoints\WebKB_TMC_last.pt,432.0,0.9444444444444444,1.6612537503242493,0.966824644549763,checkpoints\WebKB_TMC_best.pt,53.81511068344116,TMC (ours),OK,,
Wikipedia,2.0,10.0,"[128, 10]",2292.0,344.0,574.0,"{0: 0.20287957787513733, 1: 0.457678884267807}",7.834075117111206,7.893008708953857,0.5574912891986062,checkpoints\Wikipedia_TMC_last.pt,458.0,0.5581395348837209,7.931580225626628,0.5522648083623694,checkpoints\Wikipedia_TMC_best.pt,126.97846460342407,TMC (ours),OK,,
Wikipedia-test,2.0,10.0,"[128, 10]",554.0,84.0,139.0,"{0: 0.1696750968694687, 1: 0.15523464977741241}",8.204012552897135,8.237201690673828,0.49640287769784175,checkpoints\Wikipedia-test_TMC_last.pt,497.0,0.4880952380952381,8.238224983215332,0.49640287769784175,checkpoints\Wikipedia-test_TMC_best.pt,46.727134704589844,TMC (ours),OK,,
Yale,3.0,15.0,"[4096, 3304, 6750]",132.0,20.0,33.0,"{0: 0.8939393758773804, 1: 0.8939393758773804, 2: 0.8712121248245239}",2.396209716796875,6.5997490882873535,0.9393939393939394,checkpoints\Yale_TMC_last.pt,11.0,0.9,11.505989074707031,0.7878787878787878,checkpoints\Yale_TMC_best.pt,20.888328313827515,TMC (ours),OK,,
handwritten_6views,6.0,10.0,"[240, 76, 216, 47, 64, 6]",1600.0,240.0,400.0,"{0: 0.934374988079071, 1: 0.13437500596046448, 2: 0.878125011920929, 3: 0.33000001311302185, 4: 0.29499998688697815, 5: 0.13375000655651093}",13.928004946027484,13.909037590026855,0.9775,checkpoints\handwritten_6views_TMC_last.pt,213.0,0.9583333333333334,15.413366317749023,0.9725,checkpoints\handwritten_6views_TMC_best.pt,188.24252223968506,TMC (ours),OK,,
scene15,3.0,15.0,"[1800, 1180, 1240]",3588.0,539.0,897.0,"{0: 0.7575250864028931, 1: 0.6658305525779724, 2: 0.5133779048919678}",7.521861910820007,9.320314025878906,0.8160535117056856,checkpoints\scene15_TMC_last.pt,465.0,0.8385899814471243,9.336850357055663,0.8205128205128205,checkpoints\scene15_TMC_best.pt,225.38842177391052,TMC (ours),OK,,
100Leaves,3.0,100.0,"[64, 64, 64]",1280.0,192.0,320.0,,,24.92475914955139,0.98125,checkpoints\100Leaves_ETMC_last.pt,31.0,0.984375,21.296855688095093,0.98125,checkpoints\100Leaves_ETMC_best.pt,36.6938111782074,ETMC,OK,,0.7643312101910829
3Sources,3.0,6.0,"[3560, 3631, 3068]",135.0,21.0,34.0,,,38.326873779296875,0.8823529411764706,checkpoints\3Sources_ETMC_last.pt,4.0,0.9047619047619048,6.237072467803955,0.8235294117647058,checkpoints\3Sources_ETMC_best.pt,9.76207685470581,ETMC,OK,,0.8833333333333333
ACM,5.0,3.0,"[1870, 3025, 3025, 3025, 3025]",2420.0,363.0,605.0,,,8.13491318836685,0.9355371900826446,checkpoints\ACM_ETMC_last.pt,30.0,0.953168044077135,6.7801059494333815,0.9504132231404959,checkpoints\ACM_ETMC_best.pt,117.809809923172,ETMC,OK,,0.8633686690223793
ALOI,4.0,100.0,"[77, 13, 64, 125]",8640.0,1296.0,2160.0,,,24.02158839614303,0.9537037037037037,checkpoints\ALOI_ETMC_last.pt,151.0,0.9637345679012346,24.566743356210214,0.9518518518518518,checkpoints\ALOI_ETMC_best.pt,268.7422544956207,ETMC,OK,,0.7875679611650486
BBC4view,,,,,,,,,,,,,,,,,0.02414679527282715,ETMC,FAILED,"TypeError: Expecting miMATRIX type here, got 2119843088",
BBCSport,2.0,5.0,"[3183, 3203]",435.0,66.0,109.0,,,17.011877059936523,0.981651376146789,checkpoints\BBCSport_ETMC_last.pt,5.0,0.9696969696969697,3.703944683074951,0.9724770642201835,checkpoints\BBCSport_ETMC_best.pt,14.556801319122314,ETMC,OK,,0.7850467289719626
Caltech101-7,6.0,7.0,"[48, 40, 254, 1984, 512, 928]",1179.0,177.0,295.0,,,8.388848547208108,0.9593220338983051,checkpoints\Caltech101-7_ETMC_last.pt,304.0,0.9887005649717514,7.580676046468444,0.9694915254237289,checkpoints\Caltech101-7_ETMC_best.pt,65.29777574539185,ETMC,OK,,0.9090106007067138
CiteSeer,2.0,6.0,"[3312, 3703]",2649.0,398.0,663.0,,,19.29937552542708,0.7390648567119156,checkpoints\CiteSeer_ETMC_last.pt,4.0,0.7638190954773869,6.105897481265291,0.7420814479638009,checkpoints\CiteSeer_ETMC_best.pt,71.7761173248291,ETMC,OK,,0.7801934646691047
Cora,4.0,7.0,"[2708, 1433, 2706, 2706]",2166.0,325.0,542.0,,,22.963250395996543,0.8450184501845018,checkpoints\Cora_ETMC_last.pt,9.0,0.8646153846153846,11.011465677915904,0.8468634686346863,checkpoints\Cora_ETMC_best.pt,90.20811247825623,ETMC,OK,,0.7471927635683094
Handwritten,6.0,10.0,"[216, 76, 64, 6, 240, 47]",1600.0,240.0,400.0,,,10.84969425201416,0.9825,checkpoints\Handwritten_ETMC_last.pt,14.0,0.9833333333333333,13.93079662322998,0.98,checkpoints\Handwritten_ETMC_best.pt,78.749027967453,ETMC,OK,,0.9607415485278081
MNIST-10k,3.0,10.0,"[30, 9, 30]",8000.0,1200.0,2000.0,,,6.073974323272705,0.913,checkpoints\MNIST-10k_ETMC_last.pt,496.0,0.9166666666666666,6.0831897258758545,0.913,checkpoints\MNIST-10k_ETMC_best.pt,274.4834144115448,ETMC,OK,,0.8891648097090556
MNIST-4,3.0,4.0,"[30, 9, 30]",3200.0,480.0,800.0,,,4.1043201088905334,0.9025,checkpoints\MNIST-4_ETMC_last.pt,254.0,0.9145833333333333,4.264161825180054,0.90375,checkpoints\MNIST-4_ETMC_best.pt,113.90266489982605,ETMC,OK,,0.7885680801193267
MSRC-v5,5.0,7.0,"[24, 576, 512, 256, 254]",168.0,26.0,42.0,,,14.971126556396484,0.9285714285714286,checkpoints\MSRC-v5_ETMC_last.pt,39.0,0.9230769230769231,11.158899307250977,0.9047619047619048,checkpoints\MSRC-v5_ETMC_best.pt,18.626513957977295,ETMC,OK,,0.9059829059829059
Movies,2.0,17.0,"[1878, 1398]",493.0,74.0,124.0,,,72.86468505859375,0.3870967741935484,checkpoints\Movies_ETMC_last.pt,26.0,0.527027027027027,16.41603660583496,0.4112903225806452,checkpoints\Movies_ETMC_best.pt,19.992016315460205,ETMC,OK,,0.6143092105263158
NUS-WIDE,5.0,12.0,"[64, 144, 73, 128, 225]",1920.0,288.0,480.0,,,22.33609406153361,0.4125,checkpoints\NUS-WIDE_ETMC_last.pt,88.0,0.4409722222222222,20.54735056559245,0.41875,checkpoints\NUS-WIDE_ETMC_best.pt,92.15216302871704,ETMC,OK,,0.7330754352030947
OutdoorScene,4.0,8.0,"[512, 432, 256, 48]",2150.0,323.0,538.0,,,11.846293757839273,0.8438661710037175,checkpoints\OutdoorScene_ETMC_last.pt,248.0,0.8885448916408669,11.256680240418389,0.8494423791821561,checkpoints\OutdoorScene_ETMC_best.pt,92.18750810623169,ETMC,OK,,0.7897262429200755
Prokaryotic,3.0,4.0,"[393, 3, 438]",440.0,66.0,111.0,,,6.436205863952637,0.7927927927927928,checkpoints\Prokaryotic_ETMC_last.pt,332.0,0.803030303030303,6.613934516906738,0.8018018018018018,checkpoints\Prokaryotic_ETMC_best.pt,20.65241503715515,ETMC,OK,,0.8562252964426877
ProteinFold,12.0,27.0,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27]",555.0,84.0,139.0,,,52.270957946777344,0.49640287769784175,checkpoints\ProteinFold_ETMC_last.pt,339.0,0.5595238095238095,52.25753402709961,0.5107913669064749,checkpoints\ProteinFold_ETMC_best.pt,65.50516843795776,ETMC,OK,,0.8296066252587992
Reuters-1200,5.0,6.0,"[2000, 2000, 2000, 2000, 2000]",960.0,144.0,240.0,,,45.227029164632164,0.775,checkpoints\Reuters-1200_ETMC_last.pt,1.0,0.8402777777777778,12.17738962173462,0.75,checkpoints\Reuters-1200_ETMC_best.pt,64.03898692131042,ETMC,OK,,0.799084030266826
Reuters-1500,5.0,6.0,"[21531, 24892, 34251, 15506, 11547]",1200.0,180.0,300.0,,,49.12841033935547,0.8166666666666667,checkpoints\Reuters-1500_ETMC_last.pt,2.0,0.8277777777777777,9.388219197591146,0.8166666666666667,checkpoints\Reuters-1500_ETMC_best.pt,212.83832454681396,ETMC,OK,,0.8349536178107607
UCI,3.0,10.0,"[240, 76, 6]",1600.0,240.0,400.0,,,7.710715293884277,0.98,checkpoints\UCI_ETMC_last.pt,4.0,0.9791666666666666,8.291695594787598,0.965,checkpoints\UCI_ETMC_best.pt,69.20094656944275,ETMC,OK,,0.9684311224489796
WebKB,2.0,2.0,"[1840, 3000]",840.0,126.0,211.0,,,1.5714604402605392,0.990521327014218,checkpoints\WebKB_ETMC_last.pt,26.0,0.9682539682539683,1.124170564927196,0.985781990521327,checkpoints\WebKB_ETMC_best.pt,33.0980281829834,ETMC,OK,,0.8995215311004784
Wikipedia,2.0,10.0,"[128, 10]",2292.0,344.0,574.0,,,10.10965772954429,0.6602787456445993,checkpoints\Wikipedia_ETMC_last.pt,38.0,0.7063953488372093,9.078087816670381,0.6794425087108014,checkpoints\Wikipedia_ETMC_best.pt,68.04417753219604,ETMC,OK,,0.799431702861782
Wikipedia-test,2.0,10.0,"[128, 10]",554.0,84.0,139.0,,,12.618206977844238,0.6402877697841727,checkpoints\Wikipedia-test_ETMC_last.pt,13.0,0.6666666666666666,10.7109956741333,0.6115107913669064,checkpoints\Wikipedia-test_ETMC_best.pt,22.949877738952637,ETMC,OK,,0.7606741573033708
Yale,3.0,15.0,"[4096, 3304, 6750]",132.0,20.0,33.0,,,82.620849609375,0.8484848484848485,checkpoints\Yale_ETMC_last.pt,60.0,1.0,21.687028884887695,0.8787878787878788,checkpoints\Yale_ETMC_best.pt,13.446656703948975,ETMC,OK,,0.8071428571428572
handwritten_6views,6.0,10.0,"[240, 76, 216, 47, 64, 6]",1600.0,240.0,400.0,,,11.792682647705078,0.9875,checkpoints\handwritten_6views_ETMC_last.pt,21.0,0.9833333333333333,12.9052734375,0.9875,checkpoints\handwritten_6views_ETMC_best.pt,94.40996551513672,ETMC,OK,,0.9549367088607595
scene15,3.0,15.0,"[1800, 1180, 1240]",3588.0,539.0,897.0,,,17.616200522568448,0.738015607580825,checkpoints\scene15_ETMC_last.pt,356.0,0.7625231910946196,16.66095539505532,0.7614269788182831,checkpoints\scene15_ETMC_best.pt,146.46965289115906,ETMC,OK,,0.7582310214051552
100Leaves,3.0,100.0,"[64, 64, 64]",1280.0,192.0,320.0,,,20.721046686172485,0.9375,checkpoints\100Leaves_TF_last.pt,43.0,0.9583333333333334,18.227745294570923,0.95625,checkpoints\100Leaves_TF_best.pt,176.63582849502563,TF,OK,,0.7048333333333334
3Sources,3.0,6.0,"[3560, 3631, 3068]",135.0,21.0,34.0,,,26.364519119262695,0.8529411764705882,checkpoints\3Sources_TF_last.pt,7.0,0.9047619047619048,4.887765884399414,0.7941176470588235,checkpoints\3Sources_TF_best.pt,45.95830202102661,TF,OK,,0.896551724137931
ACM,5.0,3.0,"[1870, 3025, 3025, 3025, 3025]",2420.0,363.0,605.0,,,7.1194087138845905,0.9256198347107438,checkpoints\ACM_TF_last.pt,4.0,0.9366391184573003,5.434406558344187,0.9322314049586777,checkpoints\ACM_TF_best.pt,602.4882400035858,TF,OK,,0.7275396825396826
ALOI,4.0,100.0,"[77, 13, 64, 125]",8640.0,1296.0,2160.0,,,21.611919049863463,0.913425925925926,checkpoints\ALOI_TF_last.pt,1.0,0.9305555555555556,19.3473798610546,0.9217592592592593,checkpoints\ALOI_TF_best.pt,1312.6816711425781,TF,OK,,0.7106268854129681
BBC4view,,,,,,,,,,,,,,,,,0.03667163848876953,TF,FAILED,"TypeError: Expecting miMATRIX type here, got 2119843088",
BBCSport,2.0,5.0,"[3183, 3203]",435.0,66.0,109.0,,,9.966401100158691,0.981651376146789,checkpoints\BBCSport_TF_last.pt,293.0,0.9848484848484849,10.048066139221191,0.9724770642201835,checkpoints\BBCSport_TF_best.pt,68.23142170906067,TF,OK,,0.8644859813084111
Caltech101-7,6.0,7.0,"[48, 40, 254, 1984, 512, 928]",1179.0,177.0,295.0,,,7.387605949983758,0.9728813559322034,checkpoints\Caltech101-7_TF_last.pt,374.0,0.9887005649717514,6.2359739804671985,0.976271186440678,checkpoints\Caltech101-7_TF_best.pt,320.8233654499054,TF,OK,,0.9581881533101045
CiteSeer,2.0,6.0,"[3312, 3703]",2649.0,398.0,663.0,,,11.63155295370571,0.7450980392156863,checkpoints\CiteSeer_TF_last.pt,6.0,0.7663316582914573,4.945312473389178,0.7435897435897436,checkpoints\CiteSeer_TF_best.pt,328.0797698497772,TF,OK,,0.7428071772512757
Cora,4.0,7.0,"[2708, 1433, 2706, 2706]",2166.0,325.0,542.0,,,15.57151513609939,0.8302583025830258,checkpoints\Cora_TF_last.pt,13.0,0.8615384615384616,9.108207037528063,0.8505535055350554,checkpoints\Cora_TF_best.pt,464.4055573940277,TF,OK,,0.7552173913043478
Handwritten,6.0,10.0,"[216, 76, 64, 6, 240, 47]",1600.0,240.0,400.0,,,9.364001750946045,0.98,checkpoints\Handwritten_TF_last.pt,22.0,0.9833333333333333,11.920289039611816,0.9825,checkpoints\Handwritten_TF_best.pt,380.5439865589142,TF,OK,,0.940688775510204
MNIST-10k,3.0,10.0,"[30, 9, 30]",8000.0,1200.0,2000.0,,,4.60897011756897,0.913,checkpoints\MNIST-10k_TF_last.pt,467.0,0.9158333333333334,4.888048076629639,0.9065,checkpoints\MNIST-10k_TF_best.pt,918.5369205474854,TF,OK,,0.8807424053581094
MNIST-4,3.0,4.0,"[30, 9, 30]",3200.0,480.0,800.0,,,2.9084362387657166,0.90625,checkpoints\MNIST-4_TF_last.pt,169.0,0.9145833333333333,3.193697690963745,0.9025,checkpoints\MNIST-4_TF_best.pt,398.4932532310486,TF,OK,,0.7889839080459771
MSRC-v5,5.0,7.0,"[24, 576, 512, 256, 254]",168.0,26.0,42.0,,,22.7788143157959,0.9047619047619048,checkpoints\MSRC-v5_TF_last.pt,159.0,0.9615384615384616,9.985631942749023,0.9285714285714286,checkpoints\MSRC-v5_TF_best.pt,62.1838276386261,TF,OK,,0.9539473684210527
Movies,2.0,17.0,"[1878, 1398]",493.0,74.0,124.0,,,50.88570022583008,0.3709677419354839,checkpoints\Movies_TF_last.pt,17.0,0.5135135135135135,10.346941947937012,0.3709677419354839,checkpoints\Movies_TF_best.pt,78.92786169052124,TF,OK,,0.5588071348940914
NUS-WIDE,5.0,12.0,"[64, 144, 73, 128, 225]",1920.0,288.0,480.0,,,19.780595461527508,0.39166666666666666,checkpoints\NUS-WIDE_TF_last.pt,141.0,0.4027777777777778,17.615124225616455,0.4041666666666667,checkpoints\NUS-WIDE_TF_best.pt,403.1762840747833,TF,OK,,0.6852229670649956
OutdoorScene,4.0,8.0,"[512, 432, 256, 48]",2150.0,323.0,538.0,,,9.976798731155112,0.828996282527881,checkpoints\OutdoorScene_TF_last.pt,421.0,0.9009287925696594,9.253177022402172,0.8513011152416357,checkpoints\OutdoorScene_TF_best.pt,371.834965467453,TF,OK,,0.7852895301228311
Prokaryotic,3.0,4.0,"[393, 3, 438]",440.0,66.0,111.0,,,4.999302864074707,0.8288288288288288,checkpoints\Prokaryotic_TF_last.pt,464.0,0.8333333333333334,4.9353485107421875,0.8288288288288288,checkpoints\Prokaryotic_TF_best.pt,73.96092391014099,TF,OK,,0.7860411899313502
ProteinFold,12.0,27.0,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27]",555.0,84.0,139.0,,,49.895843505859375,0.5107913669064749,checkpoints\ProteinFold_TF_last.pt,87.0,0.5476190476190477,48.93251037597656,0.5107913669064749,checkpoints\ProteinFold_TF_best.pt,291.53262996673584,TF,OK,,0.7549710024855012
Reuters-1200,5.0,6.0,"[2000, 2000, 2000, 2000, 2000]",960.0,144.0,240.0,,,29.46278731028239,0.775,checkpoints\Reuters-1200_TF_last.pt,6.0,0.8333333333333334,9.162821292877197,0.7708333333333334,checkpoints\Reuters-1200_TF_best.pt,261.16829228401184,TF,OK,,0.7864396654719235
Reuters-1500,5.0,6.0,"[21531, 24892, 34251, 15506, 11547]",1200.0,180.0,300.0,,,30.908945719401043,0.82,checkpoints\Reuters-1500_TF_last.pt,3.0,0.8333333333333334,7.586390018463135,0.8133333333333334,checkpoints\Reuters-1500_TF_best.pt,805.9987967014313,TF,OK,,0.8143631436314364
UCI,3.0,10.0,"[240, 76, 6]",1600.0,240.0,400.0,,,6.739584922790527,0.9725,checkpoints\UCI_TF_last.pt,53.0,0.9791666666666666,6.257061004638672,0.975,checkpoints\UCI_TF_best.pt,243.94597148895264,TF,OK,,0.9004440289787334
